PERMNO,date,SHRCD,TICKER,COMNAM,CUSIP,PRC,RET,RETX
27959,20001229,11,DUK,DUKE ENERGY CORP,26441C20,85.25000,-0.052120,-0.052120
27959,20010131,11,DUK,DUKE ENERGY CORP,26441C20,36.57000,-0.142053,-0.142053
27959,20010228,11,DUK,DUKE ENERGY CORP,26441C20,40.75000,0.121821,0.114301
27959,20010330,11,DUK,DUKE ENERGY CORP,26441C20,42.74000,0.048834,0.048834
27959,20010430,11,DUK,DUKE ENERGY CORP,26441C20,46.76000,0.094057,0.094057
27959,20010531,11,DUK,DUKE ENERGY CORP,26441C20,45.72000,-0.016360,-0.022241
27959,20010629,11,DUK,DUKE ENERGY CORP,26441C20,39.01000,-0.146763,-0.146763
27959,20010731,11,DUK,DUKE ENERGY CORP,26441C20,38.61000,-0.010254,-0.010254
27959,20010831,11,DUK,DUKE ENERGY CORP,26441C20,39.31000,0.025253,0.018130
27959,20010928,11,DUK,DUKE ENERGY CORP,26441C20,37.85000,-0.037141,-0.037141
27959,20011031,11,DUK,DUKE ENERGY CORP,26441C20,38.41000,0.014795,0.014795
27959,20011130,11,DUK,DUKE ENERGY CORP,26441C20,36.15000,-0.051679,-0.058839
27959,20011231,11,DUK,DUKE ENERGY CORP,26441C20,39.26000,0.086030,0.086030
27959,20020131,11,DUK,DUKE ENERGY CORP,26441C20,34.87000,-0.111819,-0.111819
27959,20020228,11,DUK,DUKE ENERGY CORP,26441C20,35.30000,0.020218,0.012332
27959,20020328,11,DUK,DUKE ENERGY CORP,26441C20,37.80000,0.070822,0.070822
27959,20020430,11,DUK,DUKE ENERGY CORP,26441C20,38.33000,0.014021,0.014021
27959,20020531,11,DUK,DUKE ENERGY CORP,26441C20,32.01000,-0.157709,-0.164884
27959,20020628,11,DUK,DUKE ENERGY CORP,26441C20,31.10000,-0.028429,-0.028429
27959,20020731,11,DUK,DUKE ENERGY CORP,26441C20,25.49000,-0.180386,-0.180386
27959,20020830,11,DUK,DUKE ENERGY CORP,26441C20,26.83000,0.063358,0.052570
27959,20020930,11,DUK,DUKE ENERGY CORP,26441C20,19.55000,-0.271338,-0.271338
27959,20021031,11,DUK,DUKE ENERGY CORP,26441C20,20.49000,0.048082,0.048082
27959,20021129,11,DUK,DUKE ENERGY CORP,26441C20,19.74000,-0.023182,-0.036603
27959,20021231,11,DUK,DUKE ENERGY CORP,26441C20,19.54000,-0.010132,-0.010132
27959,20030131,11,DUK,DUKE ENERGY CORP,26441C20,17.03000,-0.128454,-0.128454
27959,20030228,11,DUK,DUKE ENERGY CORP,26441C20,13.51000,-0.190546,-0.206694
27959,20030331,11,DUK,DUKE ENERGY CORP,26441C20,14.54000,0.076240,0.076240
27959,20030430,11,DUK,DUKE ENERGY CORP,26441C20,17.59000,0.209766,0.209766
27959,20030530,11,DUK,DUKE ENERGY CORP,26441C20,19.38000,0.117396,0.101762
27959,20030630,11,DUK,DUKE ENERGY CORP,26441C20,19.95000,0.029412,0.029412
27959,20030731,11,DUK,DUKE ENERGY CORP,26441C20,17.55000,-0.120301,-0.120301
27959,20030829,11,DUK,DUKE ENERGY CORP,26441C20,17.08000,-0.011111,-0.026781
27959,20030930,11,DUK,DUKE ENERGY CORP,26441C20,17.81000,0.042740,0.042740
27959,20031031,11,DUK,DUKE ENERGY CORP,26441C20,18.15000,0.019090,0.019090
27959,20031128,11,DUK,DUKE ENERGY CORP,26441C20,18.04000,0.009091,-0.006061
27959,20031231,11,DUK,DUKE ENERGY CORP,26441C20,20.45000,0.133592,0.133592
27959,20040130,11,DUK,DUKE ENERGY CORP,26441C20,21.73000,0.062592,0.062592
27959,20040227,11,DUK,DUKE ENERGY CORP,26441C20,21.96000,0.023240,0.010584
27959,20040331,11,DUK,DUKE ENERGY CORP,26441C20,22.60000,0.029144,0.029144
27959,20040430,11,DUK,DUKE ENERGY CORP,26441C20,21.06000,-0.068142,-0.068142
27959,20040528,11,DUK,DUKE ENERGY CORP,26441C20,19.94000,-0.040123,-0.053181
27959,20040630,11,DUK,DUKE ENERGY CORP,26441C20,20.29000,0.017553,0.017553
27959,20040730,11,DUK,DUKE ENERGY CORP,26441C20,21.50000,0.059635,0.059635
27959,20040831,11,DUK,DUKE ENERGY CORP,26441C20,22.14000,0.042558,0.029767
27959,20040930,11,DUK,DUKE ENERGY CORP,26441C20,22.89000,0.033875,0.033875
27959,20041029,11,DUK,DUKE ENERGY CORP,26441C20,24.53000,0.071647,0.071647
27959,20041130,11,DUK,DUKE ENERGY CORP,26441C20,25.28000,0.041786,0.030575
27959,20041231,11,DUK,DUKE ENERGY CORP,26441C20,25.33000,0.001978,0.001978
27959,20050131,11,DUK,DUKE ENERGY CORP,26441C20,26.79000,0.057639,0.057639
27959,20050228,11,DUK,DUKE ENERGY CORP,26441C20,26.99000,0.017730,0.007465
27959,20050331,11,DUK,DUKE ENERGY CORP,26441C20,28.01000,0.037792,0.037792
27959,20050429,11,DUK,DUKE ENERGY CORP,26441C20,29.19000,0.042128,0.042128
27959,20050531,11,DUK,DUKE ENERGY CORP,26441C20,27.48000,-0.049161,-0.058582
27959,20050630,11,DUK,DUKE ENERGY CORP,26441C20,29.73000,0.081878,0.081878
27959,20050729,11,DUK,DUKE ENERGY CORP,26441C20,29.54000,-0.006391,-0.006391
27959,20050831,11,DUK,DUKE ENERGY CORP,26441C20,28.99000,-0.008125,-0.018619
27959,20050930,11,DUK,DUKE ENERGY CORP,26441C20,29.17000,0.006209,0.006209
27959,20051031,11,DUK,DUKE ENERGY CORP,26441C20,26.48000,-0.092218,-0.092218
27959,20051130,11,DUK,DUKE ENERGY CORP,26441C20,26.86000,0.026057,0.014350
27959,20051230,11,DUK,DUKE ENERGY CORP,26441C20,27.45000,0.021966,0.021966
27959,20060131,11,DUK,DUKE ENERGY CORP,26441C20,28.35000,0.032787,0.032787
27959,20060228,11,DUK,DUKE ENERGY CORP,26441C20,28.40000,0.012698,0.001764
27959,20060331,11,DUK,DUKE ENERGY CORP,26441C20,29.15000,0.026408,0.026408
27959,20060428,11,DUK,DUKE ENERGY CORP NEW,26441C20,29.12000,-0.001029,-0.001029
27959,20060531,11,DUK,DUKE ENERGY CORP NEW,26441C20,28.22000,-0.020261,-0.030907
27959,20060630,11,DUK,DUKE ENERGY CORP NEW,26441C20,29.37000,0.040751,0.040751
27959,20060731,11,DUK,DUKE ENERGY CORP NEW,26441C20,30.32000,0.032346,0.032346
27959,20060831,11,DUK,DUKE ENERGY CORP NEW,26441C20,30.00000,0.000000,-0.010554
27959,20060929,11,DUK,DUKE ENERGY CORP NEW,26441C20,30.20000,0.006667,0.006667
27959,20061031,11,DUK,DUKE ENERGY CORP NEW,26441C20,31.64000,0.047682,0.047682
27959,20061130,11,DUK,DUKE ENERGY CORP NEW,26441C20,31.72000,0.012642,0.002528
27959,20061229,11,DUK,DUKE ENERGY CORP NEW,26441C20,33.21000,0.046974,0.046974
27959,20070131,11,DUK,DUKE ENERGY CORP NEW,26441C20,19.69000,0.036170,0.036170
27959,20070228,11,DUK,DUKE ENERGY CORP NEW,26441C20,19.68000,0.010157,-0.000508
27959,20070330,11,DUK,DUKE ENERGY CORP NEW,26441C20,20.29000,0.030996,0.030996
27959,20070430,11,DUK,DUKE ENERGY CORP NEW,26441C20,20.52000,0.011336,0.011336
27959,20070531,11,DUK,DUKE ENERGY CORP NEW,26441C20,19.54000,-0.037524,-0.047758
27959,20070629,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.30000,-0.063460,-0.063460
27959,20070731,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.03000,-0.069399,-0.069399
27959,20070831,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.34000,0.089841,0.076923
27959,20070928,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.69000,0.019084,0.019084
27959,20071031,11,DUK,DUKE ENERGY CORP NEW,26441C20,19.17000,0.025682,0.025682
27959,20071130,11,DUK,DUKE ENERGY CORP NEW,26441C20,19.79000,0.043819,0.032342
27959,20071231,11,DUK,DUKE ENERGY CORP NEW,26441C20,20.17000,0.019202,0.019202
27959,20080131,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.65000,-0.075359,-0.075359
27959,20080229,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.54000,-0.047721,-0.059517
27959,20080331,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.85000,0.017674,0.017674
27959,20080430,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.31000,0.025770,0.025770
27959,20080530,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.48000,0.021300,0.009285
27959,20080630,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.38000,-0.059524,-0.059524
27959,20080731,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.58000,0.011508,0.011508
27959,20080829,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.44000,0.005119,-0.007964
27959,20080930,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.43000,-0.000573,-0.000573
27959,20081031,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.38000,-0.060241,-0.060241
27959,20081128,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.56000,-0.036019,-0.050061
27959,20081231,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.01000,-0.035347,-0.035347
27959,20090130,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.15000,0.009327,0.009327
27959,20090227,11,DUK,DUKE ENERGY CORP NEW,26441C20,13.47000,-0.095710,-0.110891
27959,20090331,11,DUK,DUKE ENERGY CORP NEW,26441C20,14.32000,0.063103,0.063103
27959,20090430,11,DUK,DUKE ENERGY CORP NEW,26441C20,13.81000,-0.035614,-0.035614
27959,20090529,11,DUK,DUKE ENERGY CORP NEW,26441C20,14.15000,0.041274,0.024620
27959,20090630,11,DUK,DUKE ENERGY CORP NEW,26441C20,14.59000,0.031095,0.031095
27959,20090731,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.48000,0.061001,0.061001
27959,20090831,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.49000,0.016150,0.000646
27959,20090930,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.74000,0.016139,0.016139
27959,20091030,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.82000,0.005083,0.005083
27959,20091130,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.68000,0.069532,0.054362
27959,20091231,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.21000,0.031775,0.031775
27959,20100129,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.53000,-0.039512,-0.039512
27959,20100226,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.35000,0.003630,-0.010889
27959,20100331,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.32000,-0.001835,-0.001835
27959,20100430,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.78000,0.028186,0.028186
27959,20100528,11,DUK,DUKE ENERGY CORP NEW,26441C20,15.96000,-0.034565,-0.048868
27959,20100630,11,DUK,DUKE ENERGY CORP NEW,26441C20,16.00000,0.002506,0.002506
27959,20100730,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.10000,0.068750,0.068750
27959,20100831,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.18000,0.019006,0.004678
27959,20100930,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.71000,0.030850,0.030850
27959,20101029,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.21000,0.028233,0.028233
27959,20101130,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.55000,-0.022790,-0.036244
27959,20101231,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.81000,0.014815,0.014815
27959,20110131,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.88000,0.003930,0.003930
27959,20110228,11,DUK,DUKE ENERGY CORP NEW,26441C20,17.99000,0.019855,0.006152
27959,20110331,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.15000,0.008894,0.008894
27959,20110429,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.65000,0.027548,0.027548
27959,20110531,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.75000,0.018499,0.005362
27959,20110630,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.83000,0.004267,0.004267
27959,20110729,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.60000,-0.012215,-0.012215
27959,20110831,11,DUK,DUKE ENERGY CORP NEW,26441C20,18.91000,0.030107,0.016667
27959,20110930,11,DUK,DUKE ENERGY CORP NEW,26441C20,19.99000,0.057113,0.057113
27959,20111031,11,DUK,DUKE ENERGY CORP NEW,26441C20,20.42000,0.021511,0.021511
27959,20111130,11,DUK,DUKE ENERGY CORP NEW,26441C20,20.85000,0.033301,0.021058
27959,20111230,11,DUK,DUKE ENERGY CORP NEW,26441C20,22.00000,0.055156,0.055156
27959,20120131,11,DUK,DUKE ENERGY CORP NEW,26441C20,21.31000,-0.031364,-0.031364
27959,20120229,11,DUK,DUKE ENERGY CORP NEW,26441C20,20.92000,-0.006570,-0.018301
27959,20120330,11,DUK,DUKE ENERGY CORP NEW,26441C20,21.01000,0.004302,0.004302
27959,20120430,11,DUK,DUKE ENERGY CORP NEW,26441C20,21.43000,0.019990,0.019990
27959,20120531,11,DUK,DUKE ENERGY CORP NEW,26441C20,21.98000,0.037331,0.025665
27959,20120629,11,DUK,DUKE ENERGY CORP NEW,26441C20,23.06000,0.049136,0.049136
27959,20120731,11,DUK,DUKE ENERGY CORP NEW,26441C20,67.78000,-0.020237,-0.020237
27959,20120831,11,DUK,DUKE ENERGY CORP NEW,26441C20,64.78000,-0.032974,-0.044261
27959,20120928,11,DUK,DUKE ENERGY CORP NEW,26441C20,64.79000,0.000154,0.000154
27959,20121031,11,DUK,DUKE ENERGY CORP NEW,26441C20,65.69000,0.013891,0.013891
27959,20121130,11,DUK,DUKE ENERGY CORP NEW,26441C20,63.82000,-0.016821,-0.028467
27959,20121231,11,DUK,DUKE ENERGY CORP NEW,26441C20,63.80000,-0.000313,-0.000313
27959,20130131,11,DUK,DUKE ENERGY CORP NEW,26441C20,68.74000,0.077429,0.077429
27959,20130228,11,DUK,DUKE ENERGY CORP NEW,26441C20,69.25000,0.018548,0.007419
27959,20130328,11,DUK,DUKE ENERGY CORP NEW,26441C20,72.59000,0.048231,0.048231
27959,20130430,11,DUK,DUKE ENERGY CORP NEW,26441C20,75.20000,0.035955,0.035955
27959,20130531,11,DUK,DUKE ENERGY CORP NEW,26441C20,66.93000,-0.099800,-0.109973
27959,20130628,11,DUK,DUKE ENERGY CORP NEW,26441C20,67.50000,0.008516,0.008516
27959,20130731,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.00000,0.051852,0.051852
27959,20130830,11,DUK,DUKE ENERGY CORP NEW,26441C20,65.60000,-0.065070,-0.076056
27959,20130930,11,DUK,DUKE ENERGY CORP NEW,26441C20,66.78000,0.017988,0.017988
27959,20131031,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.73000,0.074124,0.074124
27959,20131129,11,DUK,DUKE ENERGY CORP NEW,26441C20,69.96000,-0.013802,-0.024676
27959,20131231,11,DUK,DUKE ENERGY CORP NEW,26441C20,69.01000,-0.013579,-0.013579
27959,20140131,11,DUK,DUKE ENERGY CORP NEW,26441C20,70.62000,0.023330,0.023330
27959,20140228,11,DUK,DUKE ENERGY CORP NEW,26441C20,70.88000,0.014727,0.003682
27959,20140331,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.22000,0.004797,0.004797
27959,20140430,11,DUK,DUKE ENERGY CORP NEW,26441C20,74.49000,0.045914,0.045914
27959,20140530,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.08000,-0.035307,-0.045778
27959,20140630,11,DUK,DUKE ENERGY CORP NEW,26441C20,74.19000,0.043754,0.043754
27959,20140731,11,DUK,DUKE ENERGY CORP NEW,26441C20,72.13000,-0.027767,-0.027767
27959,20140829,11,DUK,DUKE ENERGY CORP NEW,26441C20,73.99000,0.036809,0.025787
27959,20140930,11,DUK,DUKE ENERGY CORP NEW,26441C20,74.77000,0.010542,0.010542
27959,20141031,11,DUK,DUKE ENERGY CORP NEW,26441C20,82.15000,0.098703,0.098703
27959,20141128,11,DUK,DUKE ENERGY CORP NEW,26441C20,80.90000,-0.005539,-0.015216
27959,20141231,11,DUK,DUKE ENERGY CORP NEW,26441C20,83.54000,0.032633,0.032633
27959,20150130,11,DUK,DUKE ENERGY CORP NEW,26441C20,87.14000,0.043093,0.043093
27959,20150227,11,DUK,DUKE ENERGY CORP NEW,26441C20,78.55000,-0.089454,-0.098577
27959,20150331,11,DUK,DUKE ENERGY CORP NEW,26441C20,76.78000,-0.022533,-0.022533
27959,20150430,11,DUK,DUKE ENERGY CORP NEW,26441C20,77.57000,0.010289,0.010289
27959,20150529,11,DUK,DUKE ENERGY CORP NEW,26441C20,75.73000,-0.013472,-0.023720
27959,20150630,11,DUK,DUKE ENERGY CORP NEW,26441C20,70.62000,-0.067477,-0.067477
27959,20150731,11,DUK,DUKE ENERGY CORP NEW,26441C20,74.22000,0.050977,0.050977
27959,20150831,11,DUK,DUKE ENERGY CORP NEW,26441C20,70.91000,-0.033482,-0.044597
27959,20150930,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.94000,0.014525,0.014525
27959,20151030,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.47000,-0.006533,-0.006533
27959,20151130,11,DUK,DUKE ENERGY CORP NEW,26441C20,67.76000,-0.040367,-0.051910
27959,20151231,11,DUK,DUKE ENERGY CORP NEW,26441C20,71.39000,0.053571,0.053571
27959,20160129,11,DUK,DUKE ENERGY CORP NEW,26441C20,75.30000,0.054770,0.054770
27959,20160229,11,DUK,DUKE ENERGY CORP NEW,26441C20,74.28000,-0.002590,-0.013546
27959,20160331,11,DUK,DUKE ENERGY CORP NEW,26441C20,80.68000,0.086160,0.086160
27959,20160429,11,DUK,DUKE ENERGY CORP NEW,26441C20,78.78000,-0.023550,-0.023550
27959,20160531,11,DUK,DUKE ENERGY CORP NEW,26441C20,78.23000,0.003491,-0.006981
27959,20160630,11,DUK,DUKE ENERGY CORP NEW,26441C20,85.79000,0.096638,0.096638
27959,20160729,11,DUK,DUKE ENERGY CORP NEW,26441C20,85.59000,-0.002331,-0.002331
27959,20160831,11,DUK,DUKE ENERGY CORP NEW,26441C20,79.66000,-0.059294,-0.069284
27959,20160930,11,DUK,DUKE ENERGY CORP NEW,26441C20,80.04000,0.004770,0.004770
27959,20161031,11,DUK,DUKE ENERGY CORP NEW,26441C20,80.02000,-0.000250,-0.000250
27959,20161130,11,DUK,DUKE ENERGY CORP NEW,26441C20,73.77000,-0.067421,-0.078105
27959,20161230,11,DUK,DUKE ENERGY CORP NEW,26441C20,77.62000,0.052189,0.052189
27959,20170131,11,DUK,DUKE ENERGY CORP NEW,26441C20,78.54000,0.011853,0.011853
27959,20170228,11,DUK,DUKE ENERGY CORP NEW,26441C20,82.55000,0.061943,0.051057
27959,20170331,11,DUK,DUKE ENERGY CORP NEW,26441C20,82.01000,-0.006542,-0.006542
27959,20170428,11,DUK,DUKE ENERGY CORP NEW,26441C20,82.50000,0.005975,0.005975
27959,20170531,11,DUK,DUKE ENERGY CORP NEW,26441C20,85.68000,0.048909,0.038545
27959,20170630,11,DUK,DUKE ENERGY CORP NEW,26441C20,83.59000,-0.024393,-0.024393
27959,20170731,11,DUK,DUKE ENERGY CORP NEW,26441C20,85.12000,0.018304,0.018304
27959,20170831,11,DUK,DUKE ENERGY CORP NEW,26441C20,87.30000,0.036067,0.025611
27959,20170929,11,DUK,DUKE ENERGY CORP NEW,26441C20,83.92000,-0.038717,-0.038717
27959,20171031,11,DUK,DUKE ENERGY CORP NEW,26441C20,88.31000,0.052312,0.052312
27959,20171130,11,DUK,DUKE ENERGY CORP NEW,26441C20,89.18000,0.019930,0.009852
27959,20171229,11,DUK,DUKE ENERGY CORP NEW,26441C20,84.11000,-0.056851,-0.056851
27959,20180131,11,DUK,DUKE ENERGY CORP NEW,26441C20,78.50000,-0.066698,-0.066698
27959,20180228,11,DUK,DUKE ENERGY CORP NEW,26441C20,75.34000,-0.028917,-0.040255
27959,20180329,11,DUK,DUKE ENERGY CORP NEW,26441C20,77.47000,0.028272,0.028272
27959,20180430,11,DUK,DUKE ENERGY CORP NEW,26441C20,80.16000,0.034723,0.034723
27959,20180531,11,DUK,DUKE ENERGY CORP NEW,26441C20,77.16000,-0.026322,-0.037425
27959,20180629,11,DUK,DUKE ENERGY CORP NEW,26441C20,79.08000,0.024883,0.024883
27959,20180731,11,DUK,DUKE ENERGY CORP NEW,26441C20,81.62000,0.032119,0.032119
27959,20180831,11,DUK,DUKE ENERGY CORP NEW,26441C20,81.24000,0.006708,-0.004656
27959,20180928,11,DUK,DUKE ENERGY CORP NEW,26441C20,80.02000,-0.015017,-0.015017
27959,20181031,11,DUK,DUKE ENERGY CORP NEW,26441C20,82.63000,0.032617,0.032617
27959,20181130,11,DUK,DUKE ENERGY CORP NEW,26441C20,88.57000,0.083111,0.071887
27959,20181231,11,DUK,DUKE ENERGY CORP NEW,26441C20,86.30000,-0.025629,-0.025629
27959,20190131,11,DUK,DUKE ENERGY CORP NEW,26441C20,87.78000,0.017149,0.017149
27959,20190228,11,DUK,DUKE ENERGY CORP NEW,26441C20,89.66000,0.031983,0.021417
27959,20190329,11,DUK,DUKE ENERGY CORP NEW,26441C20,90.00000,0.003792,0.003792
27959,20190430,11,DUK,DUKE ENERGY CORP NEW,26441C20,91.12000,0.012444,0.012444
27959,20190531,11,DUK,DUKE ENERGY CORP NEW,26441C20,85.61000,-0.050291,-0.060470
27959,20190628,11,DUK,DUKE ENERGY CORP NEW,26441C20,88.24000,0.030721,0.030721
27959,20190731,11,DUK,DUKE ENERGY CORP NEW,26441C20,86.72000,-0.017226,-0.017226
27959,20190830,11,DUK,DUKE ENERGY CORP NEW,26441C20,92.74000,0.080316,0.069419
27959,20190930,11,DUK,DUKE ENERGY CORP NEW,26441C20,95.86000,0.033642,0.033642
27959,20191031,11,DUK,DUKE ENERGY CORP NEW,26441C20,94.26000,-0.016691,-0.016691
27959,20191129,11,DUK,DUKE ENERGY CORP NEW,26441C20,88.17000,-0.054583,-0.064609
27959,20191231,11,DUK,DUKE ENERGY CORP NEW,26441C20,91.21000,0.034479,0.034479
53065,19710730,,,,46069010,,,
53065,19710831,11,IPG,INTERPUBLIC GROUP COS INC,46069010,26.00000,C,C
53065,19710930,11,IPG,INTERPUBLIC GROUP COS INC,46069010,25.12500,-0.033654,-0.033654
53065,19711029,11,IPG,INTERPUBLIC GROUP COS INC,46069010,23.50000,-0.064677,-0.064677
53065,19711130,11,IPG,INTERPUBLIC GROUP COS INC,46069010,18.37500,-0.213830,-0.218085
53065,19711231,11,IPG,INTERPUBLIC GROUP COS INC,46069010,25.50000,0.387755,0.387755
53065,19720131,11,IPG,INTERPUBLIC GROUP COS INC,46069010,26.62500,0.044118,0.044118
53065,19720229,11,IPG,INTERPUBLIC GROUP COS INC,46069010,25.75000,-0.029108,-0.032864
53065,19720330,11,IPG,INTERPUBLIC GROUP COS INC,46069010,24.50000,-0.048544,-0.048544
53065,19720428,11,IPG,INTERPUBLIC GROUP COS INC,46069010,27.25000,0.112245,0.112245
53065,19720531,11,IPG,INTERPUBLIC GROUP COS INC,46069010,33.00000,0.214679,0.211009
53065,19720630,11,IPG,INTERPUBLIC GROUP COS INC,46069010,32.00000,-0.030303,-0.030303
53065,19720731,11,IPG,INTERPUBLIC GROUP COS INC,46069010,33.75000,0.054688,0.054688
53065,19720831,11,IPG,INTERPUBLIC GROUP COS INC,46069010,31.00000,-0.077037,-0.081481
53065,19720929,11,IPG,INTERPUBLIC GROUP COS INC,46069010,28.37500,-0.084677,-0.084677
53065,19721031,11,IPG,INTERPUBLIC GROUP COS INC,46069010,27.87500,-0.017621,-0.017621
53065,19721130,11,IPG,INTERPUBLIC GROUP COS INC,46069010,26.00000,-0.061883,-0.067265
53065,19721229,11,IPG,INTERPUBLIC GROUP COS INC,46069010,24.50000,-0.057692,-0.057692
53065,19730131,11,IPG,INTERPUBLIC GROUP COS INC,46069010,21.75000,-0.112245,-0.112245
53065,19730228,11,IPG,INTERPUBLIC GROUP COS INC,46069010,17.75000,-0.177011,-0.183908
53065,19730330,11,IPG,INTERPUBLIC GROUP COS INC,46069010,20.12500,0.133803,0.133803
53065,19730430,11,IPG,INTERPUBLIC GROUP COS INC,46069010,16.50000,-0.180124,-0.180124
53065,19730531,11,IPG,INTERPUBLIC GROUP COS INC,46069010,14.75000,-0.093939,-0.106061
53065,19730629,11,IPG,INTERPUBLIC GROUP COS INC,46069010,12.87500,-0.127119,-0.127119
53065,19730731,11,IPG,INTERPUBLIC GROUP COS INC,46069010,-15.50000,0.203883,0.203883
53065,19730831,11,IPG,INTERPUBLIC GROUP COS INC,46069010,14.50000,-0.051613,-0.064516
53065,19730928,11,IPG,INTERPUBLIC GROUP COS INC,46069010,18.00000,0.241379,0.241379
53065,19731031,11,IPG,INTERPUBLIC GROUP COS INC,46069010,14.62500,-0.187500,-0.187500
53065,19731130,11,IPG,INTERPUBLIC GROUP COS INC,46069010,10.00000,-0.302564,-0.316239
53065,19731231,11,IPG,INTERPUBLIC GROUP COS INC,46069010,10.50000,0.050000,0.050000
53065,19740131,11,IPG,INTERPUBLIC GROUP COS INC,46069010,11.37500,0.083333,0.083333
53065,19740228,11,IPG,INTERPUBLIC GROUP COS INC,46069010,10.87500,-0.026374,-0.043956
53065,19740329,11,IPG,INTERPUBLIC GROUP COS INC,46069010,12.12500,0.114943,0.114943
53065,19740430,11,IPG,INTERPUBLIC GROUP COS INC,46069010,11.25000,-0.072165,-0.072165
53065,19740531,11,IPG,INTERPUBLIC GROUP COS INC,46069010,9.00000,-0.182222,-0.200000
53065,19740628,11,IPG,INTERPUBLIC GROUP COS INC,46069010,9.87500,0.097222,0.097222
53065,19740731,11,IPG,INTERPUBLIC GROUP COS INC,46069010,9.50000,-0.037975,-0.037975
53065,19740830,11,IPG,INTERPUBLIC GROUP COS INC,46069010,9.00000,-0.026316,-0.052632
53065,19740930,11,IPG,INTERPUBLIC GROUP COS INC,46069010,8.50000,-0.055556,-0.055556
53065,19741031,11,IPG,INTERPUBLIC GROUP COS INC,46069010,9.87500,0.161765,0.161765
53065,19741129,11,IPG,INTERPUBLIC GROUP COS INC,46069010,8.62500,-0.101266,-0.126582
53065,19741231,11,IPG,INTERPUBLIC GROUP COS INC,46069010,8.50000,-0.014493,-0.014493
53065,19750131,11,IPG,INTERPUBLIC GROUP COS INC,46069010,10.62500,0.250000,0.250000
53065,19750228,11,IPG,INTERPUBLIC GROUP COS INC,46069010,12.75000,0.223529,0.200000
53065,19750331,11,IPG,INTERPUBLIC GROUP COS INC,46069010,14.62500,0.147059,0.147059
53065,19750430,11,IPG,INTERPUBLIC GROUP COS INC,46069010,15.62500,0.068376,0.068376
53065,19750530,11,IPG,INTERPUBLIC GROUP COS INC,46069010,15.25000,-0.008000,-0.024000
53065,19750630,11,IPG,INTERPUBLIC GROUP COS INC,46069010,16.37500,0.073770,0.073770
53065,19750731,11,IPG,INTERPUBLIC GROUP COS INC,46069010,16.62500,0.015267,0.015267
53065,19750829,11,IPG,INTERPUBLIC GROUP COS INC,46069010,15.37500,-0.060150,-0.075188
53065,19750930,11,IPG,INTERPUBLIC GROUP COS INC,46069010,15.12500,-0.016260,-0.016260
53065,19751031,11,IPG,INTERPUBLIC GROUP COS INC,46069010,17.25000,0.140496,0.140496
53065,19751128,11,IPG,INTERPUBLIC GROUP COS INC,46069010,16.75000,-0.014493,-0.028986
53065,19751231,11,IPG,INTERPUBLIC GROUP COS INC,46069010,16.50000,-0.014925,-0.014925
